Variable,Study Region,Contractor,2025,2030,2035,2040,2045,Notes
Groundwater initial storage (acre-feet),Central Valley - San Joaquin Valley,Kern County Water Agency Improvement District No 4,250182,250182,250182,250182,250182,
Groundwater initial storage (acre-feet),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - San Joaquin Valley,Stockton-East Water District,0,0,0,0,0,
Groundwater initial storage (acre-feet),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",116130,116130,116130,116130,116130,
Groundwater initial storage (acre-feet),San Francisco Bay Area,Alameda County Water District,135000,135000,135000,135000,135000,
Groundwater initial storage (acre-feet),San Francisco Bay Area,Contra Costa Water District,0,0,0,0,0,
Groundwater initial storage (acre-feet),San Francisco Bay Area,East Bay Municipal Utilities District,0,0,0,0,0,
Groundwater initial storage (acre-feet),San Francisco Bay Area,"San Benito County Water District, Zone 6",0,0,0,0,0,
Groundwater initial storage (acre-feet),San Francisco Bay Area,Santa Clara Valley Water District,200000,200000,200000,200000,200000,
Groundwater initial storage (acre-feet),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Coast,Santa Barbara County Flood Control & Water Conservation District,0,0,0,0,0,
Groundwater initial storage (acre-feet),Southern California,Antelope Valley-East Kern Water Agency,90000,90000,90000,90000,90000,
Groundwater initial storage (acre-feet),Southern California,Santa Clarita Water Division,139070,139070,139070,139070,139070,
Groundwater initial storage (acre-feet),Southern California,Coachella Valley Water District,0,0,0,0,0,
Groundwater initial storage (acre-feet),Southern California,Crestline-Lake Arrowhead Water Agency,0,0,0,0,0,
Groundwater initial storage (acre-feet),Southern California,Desert Water Agency,0,0,0,0,0,
Groundwater initial storage (acre-feet),Southern California,Metropolitan Water District of Southern California,664000,664000,664000,664000,664000,
Groundwater initial storage (acre-feet),Southern California,Mojave Water Agency,192948,192948,192948,192948,192948,
Groundwater initial storage (acre-feet),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,0,0,0,0,0,
Groundwater initial storage (acre-feet),Southern California,San Bernardino Valley Municipal Water District,16595,16595,16595,16595,16595,
Groundwater initial storage (acre-feet),Southern California,San Gabriel Valley Municipal Water District,2164,2164,2164,2164,2164,
Groundwater initial storage (acre-feet),Southern California,San Gorgonio Pass Water Agency,471.8,471.8,471.8,471.8,471.8,
Groundwater initial storage (acre-feet),Southern California,Ventura County Watershed Protection District,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - Sacramento Valley,Butte County,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - Sacramento Valley,City of Folsom,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - Sacramento Valley,City of Redding,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - Sacramento Valley,City of Roseville,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - Sacramento Valley,City of West Sacramento,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - Sacramento Valley,Yuba City,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - Sacramento Valley,El Dorado Irrigation District,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - Sacramento Valley,Placer County Water Agency,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - Sacramento Valley,Sacramento County Water Agency,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - Sacramento Valley,San Juan Water District,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - Sacramento Valley,Shasta Contractors,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - Sacramento Valley,Solano County Water Agency,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - San Joaquin Valley,City of Avenal,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - San Joaquin Valley,City of Coalinga,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - San Joaquin Valley,City of Fresno,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - San Joaquin Valley,City of Huron,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - San Joaquin Valley,City of Lindsay,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - San Joaquin Valley,City of Orange Cove,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - San Joaquin Valley,City of Tracy,7000,7000,7000,7000,7000,
Groundwater max put capacity (acre-feet),Central Valley - San Joaquin Valley,Kern County Water Agency Improvement District No 4,90000,90000,90000,90000,90000,
Groundwater max put capacity (acre-feet),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Valley - San Joaquin Valley,Stockton-East Water District,0,0,0,0,0,
Groundwater max put capacity (acre-feet),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",13260.90909,13260.90909,13260.90909,13260.90909,13260.90909,
Groundwater max put capacity (acre-feet),San Francisco Bay Area,Alameda County Water District,135000,135000,135000,135000,135000,
Groundwater max put capacity (acre-feet),San Francisco Bay Area,Contra Costa Water District,0,0,0,0,0,
Groundwater max put capacity (acre-feet),San Francisco Bay Area,East Bay Municipal Utilities District,0,0,0,0,0,
Groundwater max put capacity (acre-feet),San Francisco Bay Area,"San Benito County Water District, Zone 6",0,0,0,0,0,
Groundwater max put capacity (acre-feet),San Francisco Bay Area,Santa Clara Valley Water District,31675,31675,31675,31675,31675,
Groundwater max put capacity (acre-feet),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Central Coast,Santa Barbara County Flood Control & Water Conservation District,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Southern California,Antelope Valley-East Kern Water Agency,124350,124350,124350,124350,124350,
Groundwater max put capacity (acre-feet),Southern California,Santa Clarita Water Division,120000,120000,120000,120000,120000,
Groundwater max put capacity (acre-feet),Southern California,Coachella Valley Water District,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Southern California,Crestline-Lake Arrowhead Water Agency,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Southern California,Desert Water Agency,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Southern California,Metropolitan Water District of Southern California,822000,822000,822000,822000,822000,
Groundwater max put capacity (acre-feet),Southern California,Mojave Water Agency,95957.5,95957.5,95957.5,95957.5,95957.5,
Groundwater max put capacity (acre-feet),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,0,0,0,0,0,
Groundwater max put capacity (acre-feet),Southern California,San Bernardino Valley Municipal Water District,72414,72414,72414,72414,72414,
Groundwater max put capacity (acre-feet),Southern California,San Gabriel Valley Municipal Water District,25000,25000,25000,25000,25000,
Groundwater max put capacity (acre-feet),Southern California,San Gorgonio Pass Water Agency,20000,20000,20000,20000,20000,
Groundwater max put capacity (acre-feet),Southern California,Ventura County Watershed Protection District,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - Sacramento Valley,Butte County,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - Sacramento Valley,City of Folsom,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - Sacramento Valley,City of Redding,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - Sacramento Valley,City of Roseville,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - Sacramento Valley,City of West Sacramento,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - Sacramento Valley,Yuba City,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - Sacramento Valley,El Dorado Irrigation District,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - Sacramento Valley,Placer County Water Agency,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - Sacramento Valley,Sacramento County Water Agency,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - Sacramento Valley,San Juan Water District,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - Sacramento Valley,Shasta Contractors,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - Sacramento Valley,Solano County Water Agency,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - San Joaquin Valley,City of Avenal,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - San Joaquin Valley,City of Coalinga,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - San Joaquin Valley,City of Fresno,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - San Joaquin Valley,City of Huron,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - San Joaquin Valley,City of Lindsay,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - San Joaquin Valley,City of Orange Cove,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - San Joaquin Valley,City of Tracy,1722,1722,1722,1722,1722,
Groundwater max take capacity (acre-feet),Central Valley - San Joaquin Valley,Kern County Water Agency Improvement District No 4,79645,79645,79645,79645,79645,
Groundwater max take capacity (acre-feet),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Valley - San Joaquin Valley,Stockton-East Water District,0,0,0,0,0,
Groundwater max take capacity (acre-feet),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",24043.93939,24043.93939,24043.93939,24043.93939,24043.93939,
Groundwater max take capacity (acre-feet),San Francisco Bay Area,Alameda County Water District,13500,13500,13500,13500,13500,
Groundwater max take capacity (acre-feet),San Francisco Bay Area,Contra Costa Water District,0,0,0,0,0,
Groundwater max take capacity (acre-feet),San Francisco Bay Area,East Bay Municipal Utilities District,0,0,0,0,0,
Groundwater max take capacity (acre-feet),San Francisco Bay Area,"San Benito County Water District, Zone 6",0,0,0,0,0,
Groundwater max take capacity (acre-feet),San Francisco Bay Area,Santa Clara Valley Water District,78000,78000,78000,78000,78000,
Groundwater max take capacity (acre-feet),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Central Coast,Santa Barbara County Flood Control & Water Conservation District,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Southern California,Antelope Valley-East Kern Water Agency,110150,110150,110150,110150,110150,
Groundwater max take capacity (acre-feet),Southern California,Santa Clarita Water Division,25000,30000,30000,30000,30000,
Groundwater max take capacity (acre-feet),Southern California,Coachella Valley Water District,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Southern California,Crestline-Lake Arrowhead Water Agency,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Southern California,Desert Water Agency,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Southern California,Metropolitan Water District of Southern California,483300,483300,483300,483300,483300,
Groundwater max take capacity (acre-feet),Southern California,Mojave Water Agency,96474,96474,96474,96474,96474,
Groundwater max take capacity (acre-feet),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Southern California,San Bernardino Valley Municipal Water District,16595,17072,25235,38048,48009,
Groundwater max take capacity (acre-feet),Southern California,San Gabriel Valley Municipal Water District,0,0,0,0,0,
Groundwater max take capacity (acre-feet),Southern California,San Gorgonio Pass Water Agency,1000,1000,1000,1000,1000,
Groundwater max take capacity (acre-feet),Southern California,Ventura County Watershed Protection District,0,0,0,0,0,
Recharge Effectiveness (%),Central Valley - Sacramento Valley,Butte County,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - Sacramento Valley,City of Folsom,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - Sacramento Valley,City of Redding,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - Sacramento Valley,City of Roseville,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - Sacramento Valley,City of West Sacramento,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - Sacramento Valley,Yuba City,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - Sacramento Valley,El Dorado Irrigation District,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - Sacramento Valley,Placer County Water Agency,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - Sacramento Valley,Sacramento County Water Agency,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - Sacramento Valley,San Juan Water District,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - Sacramento Valley,Shasta Contractors,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - Sacramento Valley,Solano County Water Agency,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - San Joaquin Valley,City of Avenal,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - San Joaquin Valley,City of Coalinga,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - San Joaquin Valley,City of Fresno,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - San Joaquin Valley,City of Huron,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - San Joaquin Valley,City of Lindsay,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - San Joaquin Valley,City of Orange Cove,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - San Joaquin Valley,City of Tracy,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - San Joaquin Valley,Kern County Water Agency Improvement District No 4,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,90,90,90,90,90,
Recharge Effectiveness (%),Central Valley - San Joaquin Valley,Stockton-East Water District,90,90,90,90,90,
Recharge Effectiveness (%),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",90,90,90,90,90,
Recharge Effectiveness (%),San Francisco Bay Area,Alameda County Water District,90,90,90,90,90,
Recharge Effectiveness (%),San Francisco Bay Area,Contra Costa Water District,90,90,90,90,90,
Recharge Effectiveness (%),San Francisco Bay Area,East Bay Municipal Utilities District,90,90,90,90,90,
Recharge Effectiveness (%),San Francisco Bay Area,"San Benito County Water District, Zone 6",90,90,90,90,90,
Recharge Effectiveness (%),San Francisco Bay Area,Santa Clara Valley Water District,90,90,90,90,90,
Recharge Effectiveness (%),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,90,90,90,90,90,
Recharge Effectiveness (%),Central Coast,Santa Barbara County Flood Control & Water Conservation District,90,90,90,90,90,
Recharge Effectiveness (%),Southern California,Antelope Valley-East Kern Water Agency,90,90,90,90,90,
Recharge Effectiveness (%),Southern California,Santa Clarita Water Division,90,90,90,90,90,
Recharge Effectiveness (%),Southern California,Coachella Valley Water District,90,90,90,90,90,
Recharge Effectiveness (%),Southern California,Crestline-Lake Arrowhead Water Agency,90,90,90,90,90,
Recharge Effectiveness (%),Southern California,Desert Water Agency,90,90,90,90,90,
Recharge Effectiveness (%),Southern California,Metropolitan Water District of Southern California,90,90,90,90,90,
Recharge Effectiveness (%),Southern California,Mojave Water Agency,90,90,90,90,90,
Recharge Effectiveness (%),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,90,90,90,90,90,
Recharge Effectiveness (%),Southern California,San Bernardino Valley Municipal Water District,90,90,90,90,90,
Recharge Effectiveness (%),Southern California,San Gabriel Valley Municipal Water District,90,90,90,90,90,
Recharge Effectiveness (%),Southern California,San Gorgonio Pass Water Agency,90,90,90,90,90,
Recharge Effectiveness (%),Southern California,Ventura County Watershed Protection District,90,90,90,90,90,
