,Type,Study Region,Contractor,Year,Value,k_labels,colors,Rank
291,Potable Reuse,Southern California,San Gabriel Valley Municipal Water District,2025,3,6,#CCCCFF,463
292,Potable Reuse,Southern California,San Gorgonio Pass Water Agency,2025,3,6,#CCCCFF,463
293,Potable Reuse,Southern California,Ventura County Watershed Protection District,2025,3,6,#CCCCFF,463
294,Surface,Central Valley - Sacramento Valley,City of Folsom,2030,28527,0,#F63366,273
295,Surface,Central Valley - Sacramento Valley,City of Redding,2030,24241,0,#F63366,273
296,Surface,Central Valley - Sacramento Valley,City of Roseville,2030,51333,0,#F63366,273
297,Surface,Central Valley - Sacramento Valley,City of West Sacramento,2030,19397,0,#F63366,273
298,Surface,Central Valley - Sacramento Valley,Yuba City,2030,24177,0,#F63366,273
299,Surface,Central Valley - Sacramento Valley,El Dorado Irrigation District,2030,50697,0,#F63366,273
300,Surface,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2030,21400,0,#F63366,273
301,Surface,Central Valley - Sacramento Valley,Placer County Water Agency,2030,154954,0,#F63366,273
302,Surface,Central Valley - Sacramento Valley,Sacramento County Water Agency,2030,63288,0,#F63366,273
303,Surface,Central Valley - Sacramento Valley,San Juan Water District,2030,70314,0,#F63366,273
304,Surface,Central Valley - Sacramento Valley,Shasta Contractors,2030,10942,0,#F63366,273
305,Surface,Central Valley - Sacramento Valley,Solano County Water Agency,2030,229293,0,#F63366,273
306,Surface,Central Valley - San Joaquin Valley,City of Avenal,2030,3500,0,#F63366,273
307,Surface,Central Valley - San Joaquin Valley,City of Coalinga,2030,10000,0,#F63366,273
308,Surface,Central Valley - San Joaquin Valley,City of Fresno,2030,274100,0,#F63366,273
309,Surface,Central Valley - San Joaquin Valley,City of Huron,2030,3000,0,#F63366,273
310,Surface,Central Valley - San Joaquin Valley,City of Lindsay,2030,2689,0,#F63366,273
311,Surface,Central Valley - San Joaquin Valley,City of Orange Cove,2030,2790,0,#F63366,273
312,Surface,Central Valley - San Joaquin Valley,City of Tracy,2030,26750,0,#F63366,273
313,Surface,Central Valley - San Joaquin Valley,Kern County Water Agency,2030,64075,0,#F63366,273
314,Surface,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2030,6000,0,#F63366,273
315,Surface,Central Valley - San Joaquin Valley,Stockton-East Water District,2030,73257,0,#F63366,273
316,Surface,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2030,75500,0,#F63366,273
317,Surface,San Francisco Bay Area,Alameda County Water District,2030,71800,0,#F63366,273
318,Surface,San Francisco Bay Area,Contra Costa Water District,2030,215471,0,#F63366,273
319,Surface,San Francisco Bay Area,East Bay Municipal Utilities District,2030,248000,0,#F63366,273
320,Surface,San Francisco Bay Area,"San Benito County Water District, Zone 6",2030,6425,0,#F63366,273
321,Surface,San Francisco Bay Area,Santa Clara Valley Water District,2030,409370,0,#F63366,273
322,Surface,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2030,8730,0,#F63366,273
323,Surface,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2030,76464,0,#F63366,273
324,Surface,Southern California,Antelope Valley-East Kern Water Agency,2030,85940,0,#F63366,273
325,Surface,Southern California,Santa Clarita Water Division,2030,105313,0,#F63366,273
326,Surface,Southern California,Coachella Valley Water District,2030,188500,0,#F63366,273
327,Surface,Southern California,Crestline-Lake Arrowhead Water Agency,2030,2250,0,#F63366,273
328,Surface,Southern California,Desert Water Agency,2030,47268,0,#F63366,273
329,Surface,Southern California,Metropolitan Water District of Southern California,2030,4455000,0,#F63366,273
330,Surface,Southern California,Mojave Water Agency,2030,159079,0,#F63366,273
331,Surface,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2030,30186,0,#F63366,273
332,Surface,Southern California,San Bernardino Valley Municipal Water District,2030,305447,0,#F63366,273
333,Surface,Southern California,San Gabriel Valley Municipal Water District,2030,50950,0,#F63366,273
334,Surface,Southern California,San Gorgonio Pass Water Agency,2030,66420,0,#F63366,273
335,Surface,Southern California,Ventura County Watershed Protection District,2030,5000,0,#F63366,273
336,Groundwater,Central Valley - Sacramento Valley,City of Folsom,2030,2,1,#2BB1BB,83
337,Groundwater,Central Valley - Sacramento Valley,City of Redding,2030,2,1,#2BB1BB,83
338,Groundwater,Central Valley - Sacramento Valley,City of Roseville,2030,2,1,#2BB1BB,83
339,Groundwater,Central Valley - Sacramento Valley,City of West Sacramento,2030,2,1,#2BB1BB,83
340,Groundwater,Central Valley - Sacramento Valley,Yuba City,2030,2,1,#2BB1BB,83
341,Groundwater,Central Valley - Sacramento Valley,El Dorado Irrigation District,2030,2,1,#2BB1BB,83
342,Groundwater,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2030,2,1,#2BB1BB,83
343,Groundwater,Central Valley - Sacramento Valley,Placer County Water Agency,2030,2,1,#2BB1BB,83
344,Groundwater,Central Valley - Sacramento Valley,Sacramento County Water Agency,2030,2,1,#2BB1BB,83
345,Groundwater,Central Valley - Sacramento Valley,San Juan Water District,2030,2,1,#2BB1BB,83
346,Groundwater,Central Valley - Sacramento Valley,Shasta Contractors,2030,2,1,#2BB1BB,83
347,Groundwater,Central Valley - Sacramento Valley,Solano County Water Agency,2030,2,1,#2BB1BB,83
348,Groundwater,Central Valley - San Joaquin Valley,City of Avenal,2030,2,1,#2BB1BB,83
349,Groundwater,Central Valley - San Joaquin Valley,City of Coalinga,2030,2,1,#2BB1BB,83
350,Groundwater,Central Valley - San Joaquin Valley,City of Fresno,2030,2,1,#2BB1BB,83
351,Groundwater,Central Valley - San Joaquin Valley,City of Huron,2030,2,1,#2BB1BB,83
352,Groundwater,Central Valley - San Joaquin Valley,City of Lindsay,2030,2,1,#2BB1BB,83
353,Groundwater,Central Valley - San Joaquin Valley,City of Orange Cove,2030,2,1,#2BB1BB,83
354,Groundwater,Central Valley - San Joaquin Valley,City of Tracy,2030,2,1,#2BB1BB,83
355,Groundwater,Central Valley - San Joaquin Valley,Kern County Water Agency,2030,2,1,#2BB1BB,83
356,Groundwater,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2030,2,1,#2BB1BB,83
357,Groundwater,Central Valley - San Joaquin Valley,Stockton-East Water District,2030,2,1,#2BB1BB,83
358,Groundwater,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2030,2,1,#2BB1BB,83
359,Groundwater,San Francisco Bay Area,Alameda County Water District,2030,2,1,#2BB1BB,83
360,Groundwater,San Francisco Bay Area,Contra Costa Water District,2030,2,1,#2BB1BB,83
361,Groundwater,San Francisco Bay Area,East Bay Municipal Utilities District,2030,2,1,#2BB1BB,83
362,Groundwater,San Francisco Bay Area,"San Benito County Water District, Zone 6",2030,2,1,#2BB1BB,83
363,Groundwater,San Francisco Bay Area,Santa Clara Valley Water District,2030,2,1,#2BB1BB,83
364,Groundwater,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2030,2,1,#2BB1BB,83
365,Groundwater,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2030,2,1,#2BB1BB,83
366,Groundwater,Southern California,Antelope Valley-East Kern Water Agency,2030,2,1,#2BB1BB,83
367,Groundwater,Southern California,Santa Clarita Water Division,2030,2,1,#2BB1BB,83
368,Groundwater,Southern California,Coachella Valley Water District,2030,2,1,#2BB1BB,83
369,Groundwater,Southern California,Crestline-Lake Arrowhead Water Agency,2030,2,1,#2BB1BB,83
370,Groundwater,Southern California,Desert Water Agency,2030,2,1,#2BB1BB,83
371,Groundwater,Southern California,Metropolitan Water District of Southern California,2030,2,1,#2BB1BB,83
372,Groundwater,Southern California,Mojave Water Agency,2030,2,1,#2BB1BB,83
373,Groundwater,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2030,2,1,#2BB1BB,83
374,Groundwater,Southern California,San Bernardino Valley Municipal Water District,2030,2,1,#2BB1BB,83
375,Groundwater,Southern California,San Gabriel Valley Municipal Water District,2030,2,1,#2BB1BB,83
376,Groundwater,Southern California,San Gorgonio Pass Water Agency,2030,2,1,#2BB1BB,83
377,Groundwater,Southern California,Ventura County Watershed Protection District,2030,2,1,#2BB1BB,83
378,Desalination,Central Valley - Sacramento Valley,City of Folsom,2030,3,2,#22466B,463
379,Desalination,Central Valley - Sacramento Valley,City of Redding,2030,3,2,#22466B,463
380,Desalination,Central Valley - Sacramento Valley,City of Roseville,2030,3,2,#22466B,463
381,Desalination,Central Valley - Sacramento Valley,City of West Sacramento,2030,3,2,#22466B,463
382,Desalination,Central Valley - Sacramento Valley,Yuba City,2030,3,2,#22466B,463
383,Desalination,Central Valley - Sacramento Valley,El Dorado Irrigation District,2030,3,2,#22466B,463
384,Desalination,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2030,3,2,#22466B,463
385,Desalination,Central Valley - Sacramento Valley,Placer County Water Agency,2030,3,2,#22466B,463
386,Desalination,Central Valley - Sacramento Valley,Sacramento County Water Agency,2030,3,2,#22466B,463
387,Desalination,Central Valley - Sacramento Valley,San Juan Water District,2030,3,2,#22466B,463
388,Desalination,Central Valley - Sacramento Valley,Shasta Contractors,2030,3,2,#22466B,463
389,Desalination,Central Valley - Sacramento Valley,Solano County Water Agency,2030,3,2,#22466B,463
390,Desalination,Central Valley - San Joaquin Valley,City of Avenal,2030,3,2,#22466B,463
391,Desalination,Central Valley - San Joaquin Valley,City of Coalinga,2030,3,2,#22466B,463
392,Desalination,Central Valley - San Joaquin Valley,City of Fresno,2030,3,2,#22466B,463
393,Desalination,Central Valley - San Joaquin Valley,City of Huron,2030,3,2,#22466B,463
394,Desalination,Central Valley - San Joaquin Valley,City of Lindsay,2030,3,2,#22466B,463
395,Desalination,Central Valley - San Joaquin Valley,City of Orange Cove,2030,3,2,#22466B,463
396,Desalination,Central Valley - San Joaquin Valley,City of Tracy,2030,3,2,#22466B,463
397,Desalination,Central Valley - San Joaquin Valley,Kern County Water Agency,2030,3,2,#22466B,463
398,Desalination,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2030,3,2,#22466B,463
399,Desalination,Central Valley - San Joaquin Valley,Stockton-East Water District,2030,3,2,#22466B,463
400,Desalination,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2030,3,2,#22466B,463
401,Desalination,San Francisco Bay Area,Alameda County Water District,2030,3,2,#22466B,463
402,Desalination,San Francisco Bay Area,Contra Costa Water District,2030,3,2,#22466B,463
403,Desalination,San Francisco Bay Area,East Bay Municipal Utilities District,2030,3,2,#22466B,463
404,Desalination,San Francisco Bay Area,"San Benito County Water District, Zone 6",2030,3,2,#22466B,463
405,Desalination,San Francisco Bay Area,Santa Clara Valley Water District,2030,3,2,#22466B,463
406,Desalination,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2030,3,2,#22466B,463
407,Desalination,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2030,3,2,#22466B,463
408,Desalination,Southern California,Antelope Valley-East Kern Water Agency,2030,3,2,#22466B,463
409,Desalination,Southern California,Santa Clarita Water Division,2030,3,2,#22466B,463
410,Desalination,Southern California,Coachella Valley Water District,2030,3,2,#22466B,463
411,Desalination,Southern California,Crestline-Lake Arrowhead Water Agency,2030,3,2,#22466B,463
412,Desalination,Southern California,Desert Water Agency,2030,3,2,#22466B,463
413,Desalination,Southern California,Metropolitan Water District of Southern California,2030,3,2,#22466B,463
414,Desalination,Southern California,Mojave Water Agency,2030,3,2,#22466B,463
415,Desalination,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2030,3,2,#22466B,463
416,Desalination,Southern California,San Bernardino Valley Municipal Water District,2030,3,2,#22466B,463
417,Desalination,Southern California,San Gabriel Valley Municipal Water District,2030,3,2,#22466B,463
418,Desalination,Southern California,San Gorgonio Pass Water Agency,2030,3,2,#22466B,463
419,Desalination,Southern California,Ventura County Watershed Protection District,2030,3,2,#22466B,463
420,Stormwater Capture,Central Valley - Sacramento Valley,City of Folsom,2030,28527,3,#FF7F50,273
421,Stormwater Capture,Central Valley - Sacramento Valley,City of Redding,2030,24241,3,#FF7F50,273
422,Stormwater Capture,Central Valley - Sacramento Valley,City of Roseville,2030,51333,3,#FF7F50,273
423,Stormwater Capture,Central Valley - Sacramento Valley,City of West Sacramento,2030,19397,3,#FF7F50,273
424,Stormwater Capture,Central Valley - Sacramento Valley,Yuba City,2030,24177,3,#FF7F50,273
425,Stormwater Capture,Central Valley - Sacramento Valley,El Dorado Irrigation District,2030,50697,3,#FF7F50,273
426,Stormwater Capture,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2030,21400,3,#FF7F50,273
427,Stormwater Capture,Central Valley - Sacramento Valley,Placer County Water Agency,2030,154954,3,#FF7F50,273
428,Stormwater Capture,Central Valley - Sacramento Valley,Sacramento County Water Agency,2030,63288,3,#FF7F50,273
429,Stormwater Capture,Central Valley - Sacramento Valley,San Juan Water District,2030,70314,3,#FF7F50,273
430,Stormwater Capture,Central Valley - Sacramento Valley,Shasta Contractors,2030,10942,3,#FF7F50,273
431,Stormwater Capture,Central Valley - Sacramento Valley,Solano County Water Agency,2030,229293,3,#FF7F50,273
432,Stormwater Capture,Central Valley - San Joaquin Valley,City of Avenal,2030,3500,3,#FF7F50,273
433,Stormwater Capture,Central Valley - San Joaquin Valley,City of Coalinga,2030,10000,3,#FF7F50,273
434,Stormwater Capture,Central Valley - San Joaquin Valley,City of Fresno,2030,274100,3,#FF7F50,273
435,Stormwater Capture,Central Valley - San Joaquin Valley,City of Huron,2030,3000,3,#FF7F50,273
436,Stormwater Capture,Central Valley - San Joaquin Valley,City of Lindsay,2030,2689,3,#FF7F50,273
437,Stormwater Capture,Central Valley - San Joaquin Valley,City of Orange Cove,2030,2790,3,#FF7F50,273
438,Stormwater Capture,Central Valley - San Joaquin Valley,City of Tracy,2030,26750,3,#FF7F50,273
439,Stormwater Capture,Central Valley - San Joaquin Valley,Kern County Water Agency,2030,64075,3,#FF7F50,273
440,Stormwater Capture,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2030,6000,3,#FF7F50,273
441,Stormwater Capture,Central Valley - San Joaquin Valley,Stockton-East Water District,2030,73257,3,#FF7F50,273
442,Stormwater Capture,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2030,75500,3,#FF7F50,273
443,Stormwater Capture,San Francisco Bay Area,Alameda County Water District,2030,71800,3,#FF7F50,273
444,Stormwater Capture,San Francisco Bay Area,Contra Costa Water District,2030,215471,3,#FF7F50,273
445,Stormwater Capture,San Francisco Bay Area,East Bay Municipal Utilities District,2030,248000,3,#FF7F50,273
446,Stormwater Capture,San Francisco Bay Area,"San Benito County Water District, Zone 6",2030,6425,3,#FF7F50,273
447,Stormwater Capture,San Francisco Bay Area,Santa Clara Valley Water District,2030,409370,3,#FF7F50,273
448,Stormwater Capture,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2030,8730,3,#FF7F50,273
449,Stormwater Capture,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2030,76464,3,#FF7F50,273
450,Stormwater Capture,Southern California,Antelope Valley-East Kern Water Agency,2030,85940,3,#FF7F50,273
451,Stormwater Capture,Southern California,Santa Clarita Water Division,2030,105313,3,#FF7F50,273
452,Stormwater Capture,Southern California,Coachella Valley Water District,2030,188500,3,#FF7F50,273
453,Stormwater Capture,Southern California,Crestline-Lake Arrowhead Water Agency,2030,2250,3,#FF7F50,273
454,Stormwater Capture,Southern California,Desert Water Agency,2030,47268,3,#FF7F50,273
455,Stormwater Capture,Southern California,Metropolitan Water District of Southern California,2030,4455000,3,#FF7F50,273
456,Stormwater Capture,Southern California,Mojave Water Agency,2030,159079,3,#FF7F50,273
457,Stormwater Capture,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2030,30186,3,#FF7F50,273
458,Stormwater Capture,Southern California,San Bernardino Valley Municipal Water District,2030,305447,3,#FF7F50,273
459,Stormwater Capture,Southern California,San Gabriel Valley Municipal Water District,2030,50950,3,#FF7F50,273
460,Stormwater Capture,Southern California,San Gorgonio Pass Water Agency,2030,66420,3,#FF7F50,273
461,Stormwater Capture,Southern California,Ventura County Watershed Protection District,2030,5000,3,#FF7F50,273
462,Contractual Transfers,Central Valley - Sacramento Valley,City of Folsom,2030,2,4,#DFFF00,83
463,Contractual Transfers,Central Valley - Sacramento Valley,City of Redding,2030,2,4,#DFFF00,83
464,Contractual Transfers,Central Valley - Sacramento Valley,City of Roseville,2030,2,4,#DFFF00,83
465,Contractual Transfers,Central Valley - Sacramento Valley,City of West Sacramento,2030,2,4,#DFFF00,83
466,Contractual Transfers,Central Valley - Sacramento Valley,Yuba City,2030,2,4,#DFFF00,83
467,Contractual Transfers,Central Valley - Sacramento Valley,El Dorado Irrigation District,2030,2,4,#DFFF00,83
468,Contractual Transfers,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2030,2,4,#DFFF00,83
469,Contractual Transfers,Central Valley - Sacramento Valley,Placer County Water Agency,2030,2,4,#DFFF00,83
470,Contractual Transfers,Central Valley - Sacramento Valley,Sacramento County Water Agency,2030,2,4,#DFFF00,83
471,Contractual Transfers,Central Valley - Sacramento Valley,San Juan Water District,2030,2,4,#DFFF00,83
472,Contractual Transfers,Central Valley - Sacramento Valley,Shasta Contractors,2030,2,4,#DFFF00,83
473,Contractual Transfers,Central Valley - Sacramento Valley,Solano County Water Agency,2030,2,4,#DFFF00,83
474,Contractual Transfers,Central Valley - San Joaquin Valley,City of Avenal,2030,2,4,#DFFF00,83
475,Contractual Transfers,Central Valley - San Joaquin Valley,City of Coalinga,2030,2,4,#DFFF00,83
476,Contractual Transfers,Central Valley - San Joaquin Valley,City of Fresno,2030,2,4,#DFFF00,83
477,Contractual Transfers,Central Valley - San Joaquin Valley,City of Huron,2030,2,4,#DFFF00,83
478,Contractual Transfers,Central Valley - San Joaquin Valley,City of Lindsay,2030,2,4,#DFFF00,83
479,Contractual Transfers,Central Valley - San Joaquin Valley,City of Orange Cove,2030,2,4,#DFFF00,83
480,Contractual Transfers,Central Valley - San Joaquin Valley,City of Tracy,2030,2,4,#DFFF00,83
481,Contractual Transfers,Central Valley - San Joaquin Valley,Kern County Water Agency,2030,2,4,#DFFF00,83
482,Contractual Transfers,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2030,2,4,#DFFF00,83
483,Contractual Transfers,Central Valley - San Joaquin Valley,Stockton-East Water District,2030,2,4,#DFFF00,83
484,Contractual Transfers,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2030,2,4,#DFFF00,83
485,Contractual Transfers,San Francisco Bay Area,Alameda County Water District,2030,248000,4,#DFFF00,83
486,Contractual Transfers,San Francisco Bay Area,Contra Costa Water District,2030,6425,4,#DFFF00,83
487,Contractual Transfers,San Francisco Bay Area,East Bay Municipal Utilities District,2030,409370,4,#DFFF00,83
488,Contractual Transfers,San Francisco Bay Area,"San Benito County Water District, Zone 6",2030,8730,4,#DFFF00,83
489,Contractual Transfers,San Francisco Bay Area,Santa Clara Valley Water District,2030,76464,4,#DFFF00,83
490,Contractual Transfers,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2030,85940,4,#DFFF00,83
491,Contractual Transfers,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2030,105313,4,#DFFF00,83
492,Contractual Transfers,Southern California,Antelope Valley-East Kern Water Agency,2030,188500,4,#DFFF00,83
493,Contractual Transfers,Southern California,Santa Clarita Water Division,2030,2250,4,#DFFF00,83
494,Contractual Transfers,Southern California,Coachella Valley Water District,2030,47268,4,#DFFF00,83
495,Contractual Transfers,Southern California,Crestline-Lake Arrowhead Water Agency,2030,4455000,4,#DFFF00,83
496,Contractual Transfers,Southern California,Desert Water Agency,2030,159079,4,#DFFF00,83
497,Contractual Transfers,Southern California,Metropolitan Water District of Southern California,2030,30186,4,#DFFF00,83
498,Contractual Transfers,Southern California,Mojave Water Agency,2030,305447,4,#DFFF00,83
499,Contractual Transfers,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2030,50950,4,#DFFF00,83
500,Contractual Transfers,Southern California,San Bernardino Valley Municipal Water District,2030,2,4,#DFFF00,83
501,Contractual Transfers,Southern California,San Gabriel Valley Municipal Water District,2030,2,4,#DFFF00,83
502,Contractual Transfers,Southern California,San Gorgonio Pass Water Agency,2030,2,4,#DFFF00,83
503,Contractual Transfers,Southern California,Ventura County Watershed Protection District,2030,2,4,#DFFF00,83
504,Recycling,Central Valley - Sacramento Valley,City of Folsom,2030,3,5,#6495ED,463
505,Recycling,Central Valley - Sacramento Valley,City of Redding,2030,3,5,#6495ED,463
506,Recycling,Central Valley - Sacramento Valley,City of Roseville,2030,3,5,#6495ED,463
507,Recycling,Central Valley - Sacramento Valley,City of West Sacramento,2030,3,5,#6495ED,463
508,Recycling,Central Valley - Sacramento Valley,Yuba City,2030,3,5,#6495ED,463
509,Recycling,Central Valley - Sacramento Valley,El Dorado Irrigation District,2030,3,5,#6495ED,463
510,Recycling,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2030,3,5,#6495ED,463
511,Recycling,Central Valley - Sacramento Valley,Placer County Water Agency,2030,3,5,#6495ED,463
512,Recycling,Central Valley - Sacramento Valley,Sacramento County Water Agency,2030,3,5,#6495ED,463
513,Recycling,Central Valley - Sacramento Valley,San Juan Water District,2030,3,5,#6495ED,463
514,Recycling,Central Valley - Sacramento Valley,Shasta Contractors,2030,3,5,#6495ED,463
515,Recycling,Central Valley - Sacramento Valley,Solano County Water Agency,2030,3,5,#6495ED,463
516,Recycling,Central Valley - San Joaquin Valley,City of Avenal,2030,3,5,#6495ED,463
517,Recycling,Central Valley - San Joaquin Valley,City of Coalinga,2030,3,5,#6495ED,463
518,Recycling,Central Valley - San Joaquin Valley,City of Fresno,2030,3,5,#6495ED,463
519,Recycling,Central Valley - San Joaquin Valley,City of Huron,2030,3,5,#6495ED,463
520,Recycling,Central Valley - San Joaquin Valley,City of Lindsay,2030,3,5,#6495ED,463
521,Recycling,Central Valley - San Joaquin Valley,City of Orange Cove,2030,3,5,#6495ED,463
522,Recycling,Central Valley - San Joaquin Valley,City of Tracy,2030,3,5,#6495ED,463
523,Recycling,Central Valley - San Joaquin Valley,Kern County Water Agency,2030,3,5,#6495ED,463
524,Recycling,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2030,3,5,#6495ED,463
525,Recycling,Central Valley - San Joaquin Valley,Stockton-East Water District,2030,248000,5,#6495ED,463
526,Recycling,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2030,6425,5,#6495ED,463
527,Recycling,San Francisco Bay Area,Alameda County Water District,2030,409370,5,#6495ED,463
528,Recycling,San Francisco Bay Area,Contra Costa Water District,2030,8730,5,#6495ED,463
529,Recycling,San Francisco Bay Area,East Bay Municipal Utilities District,2030,76464,5,#6495ED,463
530,Recycling,San Francisco Bay Area,"San Benito County Water District, Zone 6",2030,85940,5,#6495ED,463
531,Recycling,San Francisco Bay Area,Santa Clara Valley Water District,2030,105313,5,#6495ED,463
532,Recycling,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2030,188500,5,#6495ED,463
533,Recycling,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2030,2250,5,#6495ED,463
534,Recycling,Southern California,Antelope Valley-East Kern Water Agency,2030,47268,5,#6495ED,463
535,Recycling,Southern California,Santa Clarita Water Division,2030,4455000,5,#6495ED,463
536,Recycling,Southern California,Coachella Valley Water District,2030,159079,5,#6495ED,463
537,Recycling,Southern California,Crestline-Lake Arrowhead Water Agency,2030,30186,5,#6495ED,463
538,Recycling,Southern California,Desert Water Agency,2030,305447,5,#6495ED,463
539,Recycling,Southern California,Metropolitan Water District of Southern California,2030,50950,5,#6495ED,463
540,Recycling,Southern California,Mojave Water Agency,2030,3,5,#6495ED,463
541,Recycling,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2030,3,5,#6495ED,463
542,Recycling,Southern California,San Bernardino Valley Municipal Water District,2030,3,5,#6495ED,463
543,Recycling,Southern California,San Gabriel Valley Municipal Water District,2030,3,5,#6495ED,463
544,Recycling,Southern California,San Gorgonio Pass Water Agency,2030,3,5,#6495ED,463
545,Recycling,Southern California,Ventura County Watershed Protection District,2030,3,5,#6495ED,463
546,Potable Reuse,Central Valley - Sacramento Valley,City of Folsom,2030,248000,6,#CCCCFF,273
547,Potable Reuse,Central Valley - Sacramento Valley,City of Redding,2030,6425,6,#CCCCFF,273
548,Potable Reuse,Central Valley - Sacramento Valley,City of Roseville,2030,409370,6,#CCCCFF,273
549,Potable Reuse,Central Valley - Sacramento Valley,City of West Sacramento,2030,8730,6,#CCCCFF,273
550,Potable Reuse,Central Valley - Sacramento Valley,Yuba City,2030,76464,6,#CCCCFF,273
551,Potable Reuse,Central Valley - Sacramento Valley,El Dorado Irrigation District,2030,85940,6,#CCCCFF,273
552,Potable Reuse,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2030,105313,6,#CCCCFF,273
553,Potable Reuse,Central Valley - Sacramento Valley,Placer County Water Agency,2030,188500,6,#CCCCFF,273
554,Potable Reuse,Central Valley - Sacramento Valley,Sacramento County Water Agency,2030,2250,6,#CCCCFF,273
555,Potable Reuse,Central Valley - Sacramento Valley,San Juan Water District,2030,47268,6,#CCCCFF,273
556,Potable Reuse,Central Valley - Sacramento Valley,Shasta Contractors,2030,4455000,6,#CCCCFF,273
557,Potable Reuse,Central Valley - Sacramento Valley,Solano County Water Agency,2030,159079,6,#CCCCFF,273
558,Potable Reuse,Central Valley - San Joaquin Valley,City of Avenal,2030,30186,6,#CCCCFF,273
559,Potable Reuse,Central Valley - San Joaquin Valley,City of Coalinga,2030,305447,6,#CCCCFF,273
560,Potable Reuse,Central Valley - San Joaquin Valley,City of Fresno,2030,50950,6,#CCCCFF,273
561,Potable Reuse,Central Valley - San Joaquin Valley,City of Huron,2030,3,6,#CCCCFF,273
562,Potable Reuse,Central Valley - San Joaquin Valley,City of Lindsay,2030,3,6,#CCCCFF,273
563,Potable Reuse,Central Valley - San Joaquin Valley,City of Orange Cove,2030,3,6,#CCCCFF,273
564,Potable Reuse,Central Valley - San Joaquin Valley,City of Tracy,2030,3,6,#CCCCFF,273
565,Potable Reuse,Central Valley - San Joaquin Valley,Kern County Water Agency,2030,3,6,#CCCCFF,273
566,Potable Reuse,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2030,3,6,#CCCCFF,273
567,Potable Reuse,Central Valley - San Joaquin Valley,Stockton-East Water District,2030,3,6,#CCCCFF,273
568,Potable Reuse,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2030,3,6,#CCCCFF,273
569,Potable Reuse,San Francisco Bay Area,Alameda County Water District,2030,3,6,#CCCCFF,273
570,Potable Reuse,San Francisco Bay Area,Contra Costa Water District,2030,3,6,#CCCCFF,273
571,Potable Reuse,San Francisco Bay Area,East Bay Municipal Utilities District,2030,3,6,#CCCCFF,273
572,Potable Reuse,San Francisco Bay Area,"San Benito County Water District, Zone 6",2030,3,6,#CCCCFF,273
573,Potable Reuse,San Francisco Bay Area,Santa Clara Valley Water District,2030,3,6,#CCCCFF,273
574,Potable Reuse,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2030,3,6,#CCCCFF,273
575,Potable Reuse,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2030,3,6,#CCCCFF,273
576,Potable Reuse,Southern California,Antelope Valley-East Kern Water Agency,2030,3,6,#CCCCFF,273
577,Potable Reuse,Southern California,Santa Clarita Water Division,2030,3,6,#CCCCFF,273
578,Potable Reuse,Southern California,Coachella Valley Water District,2030,3,6,#CCCCFF,273
