Variable,Contractor,2025,2030,2035,2040,2045,Notes
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Orange Cove,226.1321413,226.1321413,247.2378078,268.3434743,289.4491408,Friant Service Area
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Tracy,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Kern County Water Agency Improvement District No 4,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Other Friant-Kern M&I Contractors,226.1321413,226.1321413,247.2378078,268.3434743,289.4491408,Friant Service Area
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Stockton-East Water District,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),"Alameda County Flood Control and Water Conservation District, Zone 7",230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Alameda County Water District,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Contra Costa Water District,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),East Bay Municipal Utilities District,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),"San Benito County Water District, Zone 6",230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Santa Clara Valley Water District,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Luis Obispo County Flood Control & Water Conservation District,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Santa Barbara County Flood Control & Water Conservation District,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Antelope Valley-East Kern Water Agency,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Santa Clarita Water Division,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Coachella Valley Water District,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Crestline-Lake Arrowhead Water Agency,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Desert Water Agency,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Metropolitan Water District of Southern California,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Mojave Water Agency,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Palmdale Water District & Littlerock Creek Irrigation District,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Bernardino Valley Municipal Water District,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Gabriel Valley Municipal Water District,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Gorgonio Pass Water Agency,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Ventura County Watershed Protection District,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Butte County,215.9561949,215.9561949,218.5944032,221.2326115,223.8708198,Sacramento Valley
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Folsom,215.9561949,215.9561949,218.5944032,221.2326115,223.8708198,Sacramento Valley
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Redding,215.9561949,215.9561949,218.5944032,221.2326115,223.8708198,Sacramento Valley
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Roseville,215.9561949,215.9561949,218.5944032,221.2326115,223.8708198,Sacramento Valley
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of West Sacramento,215.9561949,215.9561949,218.5944032,221.2326115,223.8708198,Sacramento Valley
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Yuba City,215.9561949,215.9561949,218.5944032,221.2326115,223.8708198,Sacramento Valley
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),El Dorado Irrigation District,215.9561949,215.9561949,218.5944032,221.2326115,223.8708198,Sacramento Valley
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Napa County Flood Control & Water Conservation District,215.9561949,215.9561949,218.5944032,221.2326115,223.8708198,Sacramento Valley
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Placer County Water Agency,215.9561949,215.9561949,218.5944032,221.2326115,223.8708198,Sacramento Valley
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Sacramento County Water Agency,215.9561949,215.9561949,218.5944032,221.2326115,223.8708198,Sacramento Valley
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Juan Water District,215.9561949,215.9561949,218.5944032,221.2326115,223.8708198,Sacramento Valley
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Shasta Contractors,215.9561949,215.9561949,218.5944032,221.2326115,223.8708198,Sacramento Valley
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Solano County Water Agency,215.9561949,215.9561949,218.5944032,221.2326115,223.8708198,Sacramento Valley
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Avenal,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Coalinga,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Fresno,283.7958373,283.7958373,310.1779204,336.5600036,362.9420867,Friant Service Area
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Huron,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Lindsay,283.7958373,283.7958373,310.1779204,336.5600036,362.9420867,Friant Service Area
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Orange Cove,283.7958373,283.7958373,310.1779204,336.5600036,362.9420867,Friant Service Area
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Tracy,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Kern County Water Agency Improvement District No 4,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Other Friant-Kern M&I Contractors,283.7958373,283.7958373,310.1779204,336.5600036,362.9420867,Friant Service Area
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Stockton-East Water District,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),"Alameda County Flood Control and Water Conservation District, Zone 7",289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Alameda County Water District,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Contra Costa Water District,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),East Bay Municipal Utilities District,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),"San Benito County Water District, Zone 6",289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Santa Clara Valley Water District,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Luis Obispo County Flood Control & Water Conservation District,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Santa Barbara County Flood Control & Water Conservation District,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Antelope Valley-East Kern Water Agency,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Santa Clarita Water Division,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Coachella Valley Water District,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Crestline-Lake Arrowhead Water Agency,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Desert Water Agency,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Metropolitan Water District of Southern California,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Mojave Water Agency,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Palmdale Water District & Littlerock Creek Irrigation District,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Bernardino Valley Municipal Water District,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Gabriel Valley Municipal Water District,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Gorgonio Pass Water Agency,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Above Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Ventura County Watershed Protection District,289.4491408,289.4491408,388.5703961,487.6916513,586.8129066,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Butte County,288.3184801,288.3184801,291.7104622,295.1024443,298.4944265,Sacramento Valley
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Folsom,288.3184801,288.3184801,291.7104622,295.1024443,298.4944265,Sacramento Valley
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Redding,288.3184801,288.3184801,291.7104622,295.1024443,298.4944265,Sacramento Valley
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Roseville,288.3184801,288.3184801,291.7104622,295.1024443,298.4944265,Sacramento Valley
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of West Sacramento,288.3184801,288.3184801,291.7104622,295.1024443,298.4944265,Sacramento Valley
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Yuba City,288.3184801,288.3184801,291.7104622,295.1024443,298.4944265,Sacramento Valley
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),El Dorado Irrigation District,288.3184801,288.3184801,291.7104622,295.1024443,298.4944265,Sacramento Valley
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Napa County Flood Control & Water Conservation District,288.3184801,288.3184801,291.7104622,295.1024443,298.4944265,Sacramento Valley
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Placer County Water Agency,288.3184801,288.3184801,291.7104622,295.1024443,298.4944265,Sacramento Valley
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Sacramento County Water Agency,288.3184801,288.3184801,291.7104622,295.1024443,298.4944265,Sacramento Valley
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Juan Water District,288.3184801,288.3184801,291.7104622,295.1024443,298.4944265,Sacramento Valley
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Shasta Contractors,288.3184801,288.3184801,291.7104622,295.1024443,298.4944265,Sacramento Valley
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Solano County Water Agency,288.3184801,288.3184801,291.7104622,295.1024443,298.4944265,Sacramento Valley
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Avenal,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Coalinga,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Fresno,295.1024443,295.1024443,378.0175628,460.9326813,543.8477997,Friant Service Area
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Huron,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Lindsay,295.1024443,295.1024443,378.0175628,460.9326813,543.8477997,Friant Service Area
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Orange Cove,295.1024443,295.1024443,378.0175628,460.9326813,543.8477997,Friant Service Area
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Tracy,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Kern County Water Agency Improvement District No 4,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Other Friant-Kern M&I Contractors,295.1024443,295.1024443,378.0175628,460.9326813,543.8477997,Friant Service Area
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Stockton-East Water District,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),"Alameda County Flood Control and Water Conservation District, Zone 7",301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Alameda County Water District,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Contra Costa Water District,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),East Bay Municipal Utilities District,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),"San Benito County Water District, Zone 6",301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Santa Clara Valley Water District,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Luis Obispo County Flood Control & Water Conservation District,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Santa Barbara County Flood Control & Water Conservation District,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Antelope Valley-East Kern Water Agency,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Santa Clarita Water Division,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Coachella Valley Water District,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Crestline-Lake Arrowhead Water Agency,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Desert Water Agency,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Metropolitan Water District of Southern California,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Mojave Water Agency,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Palmdale Water District & Littlerock Creek Irrigation District,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Bernardino Valley Municipal Water District,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Gabriel Valley Municipal Water District,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Gorgonio Pass Water Agency,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Below Normal Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Ventura County Watershed Protection District,301.8864086,301.8864086,439.8270147,577.7676209,715.7082271,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Butte County,310.9316942,310.9316942,313.9467894,316.9618847,319.9769799,Sacramento Valley
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Folsom,310.9316942,310.9316942,313.9467894,316.9618847,319.9769799,Sacramento Valley
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Redding,310.9316942,310.9316942,313.9467894,316.9618847,319.9769799,Sacramento Valley
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Roseville,310.9316942,310.9316942,313.9467894,316.9618847,319.9769799,Sacramento Valley
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of West Sacramento,310.9316942,310.9316942,313.9467894,316.9618847,319.9769799,Sacramento Valley
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Yuba City,310.9316942,310.9316942,313.9467894,316.9618847,319.9769799,Sacramento Valley
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),El Dorado Irrigation District,310.9316942,310.9316942,313.9467894,316.9618847,319.9769799,Sacramento Valley
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Napa County Flood Control & Water Conservation District,310.9316942,310.9316942,313.9467894,316.9618847,319.9769799,Sacramento Valley
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Placer County Water Agency,310.9316942,310.9316942,313.9467894,316.9618847,319.9769799,Sacramento Valley
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Sacramento County Water Agency,310.9316942,310.9316942,313.9467894,316.9618847,319.9769799,Sacramento Valley
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Juan Water District,310.9316942,310.9316942,313.9467894,316.9618847,319.9769799,Sacramento Valley
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Shasta Contractors,310.9316942,310.9316942,313.9467894,316.9618847,319.9769799,Sacramento Valley
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Solano County Water Agency,310.9316942,310.9316942,313.9467894,316.9618847,319.9769799,Sacramento Valley
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Avenal,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Coalinga,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Fresno,314.3236763,314.3236763,402.5152114,490.7067465,578.8982816,Friant Service Area
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Huron,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Lindsay,314.3236763,314.3236763,402.5152114,490.7067465,578.8982816,Friant Service Area
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Orange Cove,314.3236763,314.3236763,402.5152114,490.7067465,578.8982816,Friant Service Area
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Tracy,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Kern County Water Agency Improvement District No 4,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Other Friant-Kern M&I Contractors,314.3236763,314.3236763,402.5152114,490.7067465,578.8982816,Friant Service Area
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Stockton-East Water District,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),"Alameda County Flood Control and Water Conservation District, Zone 7",322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Alameda County Water District,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Contra Costa Water District,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),East Bay Municipal Utilities District,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),"San Benito County Water District, Zone 6",322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Santa Clara Valley Water District,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Luis Obispo County Flood Control & Water Conservation District,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Santa Barbara County Flood Control & Water Conservation District,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Antelope Valley-East Kern Water Agency,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Santa Clarita Water Division,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Coachella Valley Water District,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Crestline-Lake Arrowhead Water Agency,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Desert Water Agency,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Metropolitan Water District of Southern California,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Mojave Water Agency,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Palmdale Water District & Littlerock Creek Irrigation District,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Bernardino Valley Municipal Water District,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Gabriel Valley Municipal Water District,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Gorgonio Pass Water Agency,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Ventura County Watershed Protection District,322.2383013,322.2383013,468.8473062,615.4563111,762.065316,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Butte County,390.0779437,390.0779437,393.4699258,396.8619079,400.25389,Sacramento Valley
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Folsom,390.0779437,390.0779437,393.4699258,396.8619079,400.25389,Sacramento Valley
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Redding,390.0779437,390.0779437,393.4699258,396.8619079,400.25389,Sacramento Valley
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Roseville,390.0779437,390.0779437,393.4699258,396.8619079,400.25389,Sacramento Valley
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of West Sacramento,390.0779437,390.0779437,393.4699258,396.8619079,400.25389,Sacramento Valley
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Yuba City,390.0779437,390.0779437,393.4699258,396.8619079,400.25389,Sacramento Valley
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),El Dorado Irrigation District,390.0779437,390.0779437,393.4699258,396.8619079,400.25389,Sacramento Valley
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Napa County Flood Control & Water Conservation District,390.0779437,390.0779437,393.4699258,396.8619079,400.25389,Sacramento Valley
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Placer County Water Agency,390.0779437,390.0779437,393.4699258,396.8619079,400.25389,Sacramento Valley
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Sacramento County Water Agency,390.0779437,390.0779437,393.4699258,396.8619079,400.25389,Sacramento Valley
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Juan Water District,390.0779437,390.0779437,393.4699258,396.8619079,400.25389,Sacramento Valley
