,Type,Study Region,Contractor,Year,Value,k_labels,colors
224,Population (thousands),Central Valley - San Joaquin Valley,City of Fresno,2030,0.25,6,#CCCCFF
225,Population (thousands),Central Valley - San Joaquin Valley,City of Huron,2030,0.25,6,#CCCCFF
226,Population (thousands),Central Valley - San Joaquin Valley,City of Lindsay,2030,0.25,6,#CCCCFF
227,Population (thousands),Central Valley - San Joaquin Valley,City of Orange Cove,2030,0.25,6,#CCCCFF
228,Population (thousands),Central Valley - San Joaquin Valley,City of Tracy,2030,0.25,6,#CCCCFF
229,Population (thousands),Central Valley - San Joaquin Valley,Kern County Water Agency,2030,0.25,6,#CCCCFF
230,Population (thousands),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2030,0.25,6,#CCCCFF
231,Population (thousands),Central Valley - San Joaquin Valley,Stockton-East Water District,2030,0.25,6,#CCCCFF
232,Population (thousands),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2030,0.25,6,#CCCCFF
233,Population (thousands),San Francisco Bay Area,Alameda County Water District,2030,0.25,6,#CCCCFF
234,Population (thousands),San Francisco Bay Area,Contra Costa Water District,2030,0.25,6,#CCCCFF
235,Population (thousands),San Francisco Bay Area,East Bay Municipal Utilities District,2030,0.25,6,#CCCCFF
236,Population (thousands),San Francisco Bay Area,"San Benito County Water District, Zone 6",2030,0.25,6,#CCCCFF
237,Population (thousands),San Francisco Bay Area,Santa Clara Valley Water District,2030,0.25,6,#CCCCFF
238,Population (thousands),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2030,0.25,6,#CCCCFF
239,Population (thousands),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2030,0.25,6,#CCCCFF
240,Population (thousands),Southern California,Antelope Valley-East Kern Water Agency,2030,0.25,6,#CCCCFF
241,Population (thousands),Southern California,Santa Clarita Water Division,2030,0.25,6,#CCCCFF
242,Population (thousands),Southern California,Coachella Valley Water District,2030,0.25,6,#CCCCFF
243,Population (thousands),Southern California,Crestline-Lake Arrowhead Water Agency,2030,0.25,6,#CCCCFF
244,Population (thousands),Southern California,Desert Water Agency,2030,0.25,6,#CCCCFF
245,Population (thousands),Southern California,Metropolitan Water District of Southern California,2030,0.25,6,#CCCCFF
246,Population (thousands),Southern California,Mojave Water Agency,2030,0.25,6,#CCCCFF
247,Population (thousands),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2030,0.25,6,#CCCCFF
248,Population (thousands),Southern California,San Bernardino Valley Municipal Water District,2030,0.25,6,#CCCCFF
249,Population (thousands),Southern California,San Gabriel Valley Municipal Water District,2030,0.25,6,#CCCCFF
250,Population (thousands),Southern California,San Gorgonio Pass Water Agency,2030,0.25,6,#CCCCFF
251,Population (thousands),Southern California,Ventura County Watershed Protection District,2030,0.25,6,#CCCCFF
252,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,City of Folsom,2035,5,4,#DFFF00
253,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,City of Redding,2035,5,4,#DFFF00
254,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,City of Roseville,2035,5,4,#DFFF00
255,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,City of West Sacramento,2035,5,4,#DFFF00
256,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,Yuba City,2035,5,4,#DFFF00
257,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,5,4,#DFFF00
258,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,5,4,#DFFF00
259,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,Placer County Water Agency,2035,5,4,#DFFF00
260,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,5,4,#DFFF00
261,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,San Juan Water District,2035,5,4,#DFFF00
262,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,Shasta Contractors,2035,5,4,#DFFF00
263,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,Solano County Water Agency,2035,5,4,#DFFF00
264,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Avenal,2035,5,4,#DFFF00
265,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Coalinga,2035,5,4,#DFFF00
266,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Fresno,2035,5,4,#DFFF00
267,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Huron,2035,5,4,#DFFF00
268,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Lindsay,2035,5,4,#DFFF00
269,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Orange Cove,2035,5,4,#DFFF00
270,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Tracy,2035,5,4,#DFFF00
271,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,Kern County Water Agency,2035,5,4,#DFFF00
272,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,5,4,#DFFF00
273,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,Stockton-East Water District,2035,5,4,#DFFF00
274,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,5,4,#DFFF00
275,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),San Francisco Bay Area,Alameda County Water District,2035,5,4,#DFFF00
276,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),San Francisco Bay Area,Contra Costa Water District,2035,5,4,#DFFF00
277,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),San Francisco Bay Area,East Bay Municipal Utilities District,2035,5,4,#DFFF00
278,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,5,4,#DFFF00
279,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),San Francisco Bay Area,Santa Clara Valley Water District,2035,5,4,#DFFF00
280,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,5,4,#DFFF00
281,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,5,4,#DFFF00
282,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Antelope Valley-East Kern Water Agency,2035,5,4,#DFFF00
283,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Santa Clarita Water Division,2035,5,4,#DFFF00
284,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Coachella Valley Water District,2035,5,4,#DFFF00
285,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Crestline-Lake Arrowhead Water Agency,2035,5,4,#DFFF00
286,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Desert Water Agency,2035,5,4,#DFFF00
287,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Metropolitan Water District of Southern California,2035,5,4,#DFFF00
288,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Mojave Water Agency,2035,5,4,#DFFF00
289,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,5,4,#DFFF00
290,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,San Bernardino Valley Municipal Water District,2035,5,4,#DFFF00
291,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,San Gabriel Valley Municipal Water District,2035,5,4,#DFFF00
292,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,San Gorgonio Pass Water Agency,2035,5,4,#DFFF00
293,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Ventura County Watershed Protection District,2035,5,4,#DFFF00
294,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,City of Folsom,2035,0.25,5,#6495ED
295,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,City of Redding,2035,0.25,5,#6495ED
296,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,City of Roseville,2035,0.25,5,#6495ED
297,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,City of West Sacramento,2035,0.25,5,#6495ED
298,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Yuba City,2035,0.25,5,#6495ED
299,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,0.25,5,#6495ED
300,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,0.25,5,#6495ED
301,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Placer County Water Agency,2035,0.25,5,#6495ED
302,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,0.25,5,#6495ED
303,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,San Juan Water District,2035,0.25,5,#6495ED
304,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Shasta Contractors,2035,0.25,5,#6495ED
305,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Solano County Water Agency,2035,0.25,5,#6495ED
306,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Avenal,2035,0.25,5,#6495ED
307,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Coalinga,2035,0.25,5,#6495ED
308,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Fresno,2035,0.25,5,#6495ED
309,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Huron,2035,0.25,5,#6495ED
310,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Lindsay,2035,0.25,5,#6495ED
311,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Orange Cove,2035,0.25,5,#6495ED
312,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Tracy,2035,0.25,5,#6495ED
313,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,Kern County Water Agency,2035,0.25,5,#6495ED
314,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,0.25,5,#6495ED
315,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,Stockton-East Water District,2035,0.25,5,#6495ED
316,Cost for publicity campaign ($/capita),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,0.25,5,#6495ED
317,Cost for publicity campaign ($/capita),San Francisco Bay Area,Alameda County Water District,2035,0.25,5,#6495ED
318,Cost for publicity campaign ($/capita),San Francisco Bay Area,Contra Costa Water District,2035,0.25,5,#6495ED
319,Cost for publicity campaign ($/capita),San Francisco Bay Area,East Bay Municipal Utilities District,2035,0.25,5,#6495ED
320,Cost for publicity campaign ($/capita),San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,0.25,5,#6495ED
321,Cost for publicity campaign ($/capita),San Francisco Bay Area,Santa Clara Valley Water District,2035,0.25,5,#6495ED
322,Cost for publicity campaign ($/capita),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,0.25,5,#6495ED
323,Cost for publicity campaign ($/capita),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,0.25,5,#6495ED
324,Cost for publicity campaign ($/capita),Southern California,Antelope Valley-East Kern Water Agency,2035,0.25,5,#6495ED
325,Cost for publicity campaign ($/capita),Southern California,Santa Clarita Water Division,2035,0.25,5,#6495ED
326,Cost for publicity campaign ($/capita),Southern California,Coachella Valley Water District,2035,0.25,5,#6495ED
327,Cost for publicity campaign ($/capita),Southern California,Crestline-Lake Arrowhead Water Agency,2035,0.25,5,#6495ED
328,Cost for publicity campaign ($/capita),Southern California,Desert Water Agency,2035,0.25,5,#6495ED
329,Cost for publicity campaign ($/capita),Southern California,Metropolitan Water District of Southern California,2035,0.25,5,#6495ED
330,Cost for publicity campaign ($/capita),Southern California,Mojave Water Agency,2035,0.25,5,#6495ED
331,Cost for publicity campaign ($/capita),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,0.25,5,#6495ED
332,Cost for publicity campaign ($/capita),Southern California,San Bernardino Valley Municipal Water District,2035,0.25,5,#6495ED
333,Cost for publicity campaign ($/capita),Southern California,San Gabriel Valley Municipal Water District,2035,0.25,5,#6495ED
334,Cost for publicity campaign ($/capita),Southern California,San Gorgonio Pass Water Agency,2035,0.25,5,#6495ED
335,Cost for publicity campaign ($/capita),Southern California,Ventura County Watershed Protection District,2035,0.25,5,#6495ED
336,Population (thousands),Central Valley - Sacramento Valley,City of Folsom,2035,0.25,6,#CCCCFF
337,Population (thousands),Central Valley - Sacramento Valley,City of Redding,2035,0.25,6,#CCCCFF
338,Population (thousands),Central Valley - Sacramento Valley,City of Roseville,2035,0.25,6,#CCCCFF
339,Population (thousands),Central Valley - Sacramento Valley,City of West Sacramento,2035,0.25,6,#CCCCFF
340,Population (thousands),Central Valley - Sacramento Valley,Yuba City,2035,0.25,6,#CCCCFF
341,Population (thousands),Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,0.25,6,#CCCCFF
342,Population (thousands),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,0.25,6,#CCCCFF
343,Population (thousands),Central Valley - Sacramento Valley,Placer County Water Agency,2035,0.25,6,#CCCCFF
344,Population (thousands),Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,0.25,6,#CCCCFF
345,Population (thousands),Central Valley - Sacramento Valley,San Juan Water District,2035,0.25,6,#CCCCFF
346,Population (thousands),Central Valley - Sacramento Valley,Shasta Contractors,2035,0.25,6,#CCCCFF
347,Population (thousands),Central Valley - Sacramento Valley,Solano County Water Agency,2035,0.25,6,#CCCCFF
348,Population (thousands),Central Valley - San Joaquin Valley,City of Avenal,2035,0.25,6,#CCCCFF
349,Population (thousands),Central Valley - San Joaquin Valley,City of Coalinga,2035,0.25,6,#CCCCFF
350,Population (thousands),Central Valley - San Joaquin Valley,City of Fresno,2035,0.25,6,#CCCCFF
351,Population (thousands),Central Valley - San Joaquin Valley,City of Huron,2035,0.25,6,#CCCCFF
352,Population (thousands),Central Valley - San Joaquin Valley,City of Lindsay,2035,0.25,6,#CCCCFF
353,Population (thousands),Central Valley - San Joaquin Valley,City of Orange Cove,2035,0.25,6,#CCCCFF
354,Population (thousands),Central Valley - San Joaquin Valley,City of Tracy,2035,0.25,6,#CCCCFF
355,Population (thousands),Central Valley - San Joaquin Valley,Kern County Water Agency,2035,0.25,6,#CCCCFF
356,Population (thousands),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,0.25,6,#CCCCFF
357,Population (thousands),Central Valley - San Joaquin Valley,Stockton-East Water District,2035,0.25,6,#CCCCFF
358,Population (thousands),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,0.25,6,#CCCCFF
359,Population (thousands),San Francisco Bay Area,Alameda County Water District,2035,0.25,6,#CCCCFF
360,Population (thousands),San Francisco Bay Area,Contra Costa Water District,2035,0.25,6,#CCCCFF
361,Population (thousands),San Francisco Bay Area,East Bay Municipal Utilities District,2035,0.25,6,#CCCCFF
362,Population (thousands),San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,0.25,6,#CCCCFF
363,Population (thousands),San Francisco Bay Area,Santa Clara Valley Water District,2035,0.25,6,#CCCCFF
364,Population (thousands),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,0.25,6,#CCCCFF
365,Population (thousands),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,0.25,6,#CCCCFF
366,Population (thousands),Southern California,Antelope Valley-East Kern Water Agency,2035,0.25,6,#CCCCFF
367,Population (thousands),Southern California,Santa Clarita Water Division,2035,0.25,6,#CCCCFF
368,Population (thousands),Southern California,Coachella Valley Water District,2035,0.25,6,#CCCCFF
369,Population (thousands),Southern California,Crestline-Lake Arrowhead Water Agency,2035,0.25,6,#CCCCFF
370,Population (thousands),Southern California,Desert Water Agency,2035,0.25,6,#CCCCFF
371,Population (thousands),Southern California,Metropolitan Water District of Southern California,2035,0.25,6,#CCCCFF
372,Population (thousands),Southern California,Mojave Water Agency,2035,0.25,6,#CCCCFF
373,Population (thousands),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,0.25,6,#CCCCFF
374,Population (thousands),Southern California,San Bernardino Valley Municipal Water District,2035,0.25,6,#CCCCFF
375,Population (thousands),Southern California,San Gabriel Valley Municipal Water District,2035,0.25,6,#CCCCFF
376,Population (thousands),Southern California,San Gorgonio Pass Water Agency,2035,0.25,6,#CCCCFF
377,Population (thousands),Southern California,Ventura County Watershed Protection District,2035,0.25,6,#CCCCFF
378,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,City of Folsom,2040,5,4,#DFFF00
379,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,City of Redding,2040,5,4,#DFFF00
380,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,City of Roseville,2040,5,4,#DFFF00
381,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,City of West Sacramento,2040,5,4,#DFFF00
382,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,Yuba City,2040,5,4,#DFFF00
383,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,El Dorado Irrigation District,2040,5,4,#DFFF00
384,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2040,5,4,#DFFF00
385,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,Placer County Water Agency,2040,5,4,#DFFF00
386,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,Sacramento County Water Agency,2040,5,4,#DFFF00
387,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,San Juan Water District,2040,5,4,#DFFF00
388,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,Shasta Contractors,2040,5,4,#DFFF00
389,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,Solano County Water Agency,2040,5,4,#DFFF00
390,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Avenal,2040,5,4,#DFFF00
391,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Coalinga,2040,5,4,#DFFF00
392,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Fresno,2040,5,4,#DFFF00
393,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Huron,2040,5,4,#DFFF00
394,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Lindsay,2040,5,4,#DFFF00
395,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Orange Cove,2040,5,4,#DFFF00
396,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Tracy,2040,5,4,#DFFF00
397,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,Kern County Water Agency,2040,5,4,#DFFF00
398,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2040,5,4,#DFFF00
399,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,Stockton-East Water District,2040,5,4,#DFFF00
400,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2040,5,4,#DFFF00
401,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),San Francisco Bay Area,Alameda County Water District,2040,5,4,#DFFF00
402,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),San Francisco Bay Area,Contra Costa Water District,2040,5,4,#DFFF00
403,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),San Francisco Bay Area,East Bay Municipal Utilities District,2040,5,4,#DFFF00
404,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),San Francisco Bay Area,"San Benito County Water District, Zone 6",2040,5,4,#DFFF00
405,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),San Francisco Bay Area,Santa Clara Valley Water District,2040,5,4,#DFFF00
406,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2040,5,4,#DFFF00
407,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2040,5,4,#DFFF00
408,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Antelope Valley-East Kern Water Agency,2040,5,4,#DFFF00
409,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Santa Clarita Water Division,2040,5,4,#DFFF00
410,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Coachella Valley Water District,2040,5,4,#DFFF00
411,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Crestline-Lake Arrowhead Water Agency,2040,5,4,#DFFF00
412,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Desert Water Agency,2040,5,4,#DFFF00
413,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Metropolitan Water District of Southern California,2040,5,4,#DFFF00
414,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Mojave Water Agency,2040,5,4,#DFFF00
415,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2040,5,4,#DFFF00
416,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,San Bernardino Valley Municipal Water District,2040,5,4,#DFFF00
417,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,San Gabriel Valley Municipal Water District,2040,5,4,#DFFF00
418,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,San Gorgonio Pass Water Agency,2040,5,4,#DFFF00
419,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Ventura County Watershed Protection District,2040,5,4,#DFFF00
420,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,City of Folsom,2040,0.25,5,#6495ED
421,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,City of Redding,2040,0.25,5,#6495ED
422,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,City of Roseville,2040,0.25,5,#6495ED
423,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,City of West Sacramento,2040,0.25,5,#6495ED
424,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Yuba City,2040,0.25,5,#6495ED
425,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,El Dorado Irrigation District,2040,0.25,5,#6495ED
426,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2040,0.25,5,#6495ED
427,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Placer County Water Agency,2040,0.25,5,#6495ED
428,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Sacramento County Water Agency,2040,0.25,5,#6495ED
429,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,San Juan Water District,2040,0.25,5,#6495ED
430,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Shasta Contractors,2040,0.25,5,#6495ED
431,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Solano County Water Agency,2040,0.25,5,#6495ED
432,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Avenal,2040,0.25,5,#6495ED
433,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Coalinga,2040,0.25,5,#6495ED
434,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Fresno,2040,0.25,5,#6495ED
435,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Huron,2040,0.25,5,#6495ED
436,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Lindsay,2040,0.25,5,#6495ED
437,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Orange Cove,2040,0.25,5,#6495ED
438,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Tracy,2040,0.25,5,#6495ED
439,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,Kern County Water Agency,2040,0.25,5,#6495ED
440,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2040,0.25,5,#6495ED
441,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,Stockton-East Water District,2040,0.25,5,#6495ED
442,Cost for publicity campaign ($/capita),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2040,0.25,5,#6495ED
443,Cost for publicity campaign ($/capita),San Francisco Bay Area,Alameda County Water District,2040,0.25,5,#6495ED
444,Cost for publicity campaign ($/capita),San Francisco Bay Area,Contra Costa Water District,2040,0.25,5,#6495ED
445,Cost for publicity campaign ($/capita),San Francisco Bay Area,East Bay Municipal Utilities District,2040,0.25,5,#6495ED
446,Cost for publicity campaign ($/capita),San Francisco Bay Area,"San Benito County Water District, Zone 6",2040,0.25,5,#6495ED
447,Cost for publicity campaign ($/capita),San Francisco Bay Area,Santa Clara Valley Water District,2040,0.25,5,#6495ED
448,Cost for publicity campaign ($/capita),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2040,0.25,5,#6495ED
449,Cost for publicity campaign ($/capita),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2040,0.25,5,#6495ED
